unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1787547009.709658,0.13612,-0.00371,-0.99768,0.04314,-0.0281,-0.05173
1787547009.709658,0.17849,0.05247,-0.9996,0.01828,0.02729,-0.05207
1787547009.896944,0.14997,0.01337,-0.98578,0.00493,0.04863,0.01088
1787547009.9733138,-0.12515,0.03633,-0.98891,0.0314,0.02268,-0.01283
1787547010.0909314,0.12307,0.00659,-0.96596,0.03716,0.02246,0.04687
1787547010.2020237,-0.24226,-0.00013,-1.04055,0.01019,-0.01379,-0.02892
1787547010.3135862,-0.08252,-0.00219,-0.99014,-0.05034,-0.02271,0.03031
1787547010.417164,-0.27155,-0.00428,-0.99937,0.05877,-0.03507,-0.01169
1787547010.5211954,0.05574,0.06418,-0.99244,0.03756,-0.01433,0.00635
1787547010.6178465,-0.10264,0.03119,-0.97581,0.01157,0.00386,-0.0217
1787547010.783083,-0.13631,-0.03315,-0.9821,0.01992,0.00896,0.10956
1787547010.9011254,-0.02032,-0.01542,-0.99264,0.00306,0.03065,-0.00826
1787547011.0098674,-0.04152,0.00821,-1.00239,-0.00304,-0.00744,-0.00315
1787547011.0419745,-0.02041,0.01327,-0.99663,0.01456,0.0016,-0.00719
1787547011.2205033,-0.02027,0.00925,-0.99604,0.00178,0.00384,0.01456
1787547011.2365062,-0.02572,0.00913,-0.99572,-9e-05,0.00629,0.00423
1787547011.3337715,-0.03357,0.00754,-0.99649,0.0042,0.00345,0.00308
1787547011.4299433,-0.0356,0.01109,-0.99473,0.00167,0.0004,0.00694
1787547011.6242862,-0.0116,0.00867,-0.99484,-0.00049,-0.00151,0.00763
1787547011.6401033,-0.00584,0.00795,-0.99478,0.0039,0.00401,0.00773
1787547011.7606008,-0.00898,0.00997,-0.99567,0.00246,0.00222,0.00634
1787547011.8619847,-0.00765,0.01017,-0.99536,0.00082,0.0012,0.00646
1787547012.0444038,-0.05967,-0.16943,-1.00298,-0.00539,-0.01956,0.43123
1787547012.0444038,0.01504,0.02389,-0.98461,0.02022,0.01266,0.40577
1787547012.1736662,0.01709,0.00945,-0.99691,0.01289,-0.00782,0.4695
